,Review,tokens,Class
941,"Excelente atención, Leandro nuestro mesero fue demasiado atento, indagó si estábamos de celebración, y nos atendieron demasiado bien, hicieron de nuestro Aniversario # algo mucho más especial",excelente atencion leandro mesero demasiado atento indar si celebracion atender demasiado bien aniversario especial,5
942,"Nos alojamos en el plano nacional de Cuba en La Habana para  noches. hotel edificio muy interesante y agujereado con historia - habitaciones muy anticuado, pero limpio. Es Algo que hay que hacer, es el tour de hotel (dos veces al día  am y  pm).  Esto parecía ser un hotel de tránsito para  o  noches. El personal parecía cansado y desanimado pero estaban haciendo todo lo posible. Nos pareció que la cena y el desayuno buffet era particular pobre en nuestra visita. Ten cuidado con lo que prefiera. comida en un estado semi-cálido por un largo tiempo y no muy apetecible incluso para estándares cubanos. El exterior restaurante criollo ""La Barraca"" no es mucho mejor. Sin embargo, pasado éste y disfrutar de la ubicación, la historia y la Habana. Cambiar el dinero en la Cadeca…",alojar plano nacional cuba habana noche edificio interesante agujereado historia anticuado limpio tour vez em pm parecer transito noche personal parecer cansado desanimado posible parecer cena desayuno buffet particular pobre visita cuidado preferir semi calido largo tiempo apetecible incluso estandar cubano exterior restaurante criollo barraca mejor embargo pasar disfrutar ubicacion historia habana cambiar dinero cadeca,4
943,Nos alojamos aquí una noche en Septembe y puedo decir que el servicio era bueno la habitación estaba muy pasada de moda. La comida en el buffet era terrible sólo unas cuantas cosas en el buffet era incluso comestible. i would reccomemd este hotel sólo si su escala no es más que una estancia de una noche.,alojar aqui noche septembe servicio buen pasado moda buffet terrible solo cuanto cosa buffet incluso comestible i would reccomemd solo si escala estancia noche,3
944,Nos recomendaron el lugar y la comida está muy buena (porciones algo pequeñas) pero la actitud del mesero deja mucho que desear.,recomendar buen porción pequeno actitud mesero dejar desear,2
945,"Buen lugar para disfrutar de un rico desayuno, con una buena vista y una excelente atención del joven Héctor",buen disfrutar rico desayuno buen excelente atencion joven hector,4
946,"Lo mejor de este restaurante es el hermoso patio. Aparte de eso, la comida es buena (mi carne maridos era deliciosa, pero llegó frío) y mi pescado era normal (verduras lado y guacamole donde sosa). Lo peor es por lejos el servicio... tardamos una eternidad...en menús y nos ignoró mucho. Tengo que decir sus capuchinos y flan donde excelente!
No es lo suficientemente bueno para volverMás",mejor restaurante hermoso patio aparte buen carne marido delicioso frio pescado normal verdura lado guacamole sosa peor lejos servicio tardar eternidad menu ignorar capuchino flan excelente suficientemente buen volver,5
947,"Nos quedamos una semana en el Hotel y el servicio fue espectacular. Esta muy bien cuidado, limpio, y el desayuno es delicioso! La alberca esta de buen tamaño. Afuera están los paseos por calandria, marquesitas y la parada del turibus.  A  cuadra de Paseo Montejo. La mejor opción en Mérida.",quedar semana servicio espectacular bien cuidado limpio desayuno delicioso alberca buen tamano afuera paseo calandria marquesita parada turibus cuadra paseo montejo mejor opcion merida,5
948,El miércoles pasado almorcé. Exquisita comida. Buenisiiiima. La factura por dos: . cop. El mal sabor de boca me lo deja un mesero que me pide su propia propina!!!!! Porque la que dejo es para  personas😳😳😳. Y quería la suya. Pero donde estaba? En...Más,miercoles pasado almorce exquisito buenisiiiima factura cop mal sabor boca dejar mesero propio propina dejar persona ma,1
949,"Yo pensé que había visto un montón de oro en Dubai, pero este lugar era otro nivel. La historia detrás del oro fue fascinante.Como nos encontramos ""golded"" estábamos al final de la visita.",pensar monton oro dubai nivel historia detro oro fascinante encontrar golded final visita,4
950,"Para nosotros, más allá de lo imponente de la Plaza, pensar en el Che, tan emotivo en el relato de Agustín, tuvo un significado especial, desde ahí se puede ver la biblioteca nacional, esta muy limpia y cuidada.",alla imponente plaza pensar che emotivo relato agustin significado especial ahi biblioteca nacional limpio cuidado,5
951,"El lugar está muy bien para visitarlo, está el despacho del Che, las vista del atardecer son muy bonitas. Totalmente recomendado.",bien visitar despacho che atardecer bonito totalmente recomendado,5
952,"Fue una experiencia muy positiva y muy grato, por todos los servicios recibos en los  días, que permanecí con mi señora esposa,  puntos por su buen servicios recibos a nosotros, hogala podamos volver",experiencia positivo grato servicio recibo permanecer senoro esposa punto buen servicio recibo hogala volver,5
953,"Anteriormente me gustaba pero se ha quedado con sus mismos platillos, no hay variedad, no hay calidad y mucho menos servicio, lastima, le he dado mas de una oportunidad y siempre es lo mismo.  Por ahora ya no es una opción para visitar.",anteriormente gustar quedar mismo platillo variedad calidad menos servicio lastimar oportunidad siempre mismo ahora opcion visitar,3
954,"Muy organizado. Es un lugar magico. La entrada es un poco costosa, ya que es un lugar que en menos de dos horas se puede recorrer. ",organizado magico entrada costoso menos hora recorrer,2
955,"Pésimo servicio, nocontestan el teléfono en rececpción y cuando les pides algo te dicen que sí te lo envían a la habitación pero no te dicen cuando; tienes que hablar  y  veces para que te hagan caso",pesimo servicio nocontestar telefono rececpcion si enviar hablar vez caso,1
956,"Pagamos  noches y solo les aguantamos , pides cuna y te la dejan sin armar , si quieres una cama individual te cobran mas , tienen letreritos en la habitación innecesarios solo saturan la vista (algo asi de q la camarera no lava trastes) tremenda fila para cenar y no puedes pasar del restaurant al bufet te vigilan los meseros y te regañan comida mala y por si fuera poco la animación nocturna % ingles como si el % de mexicanos q estabamos no mereciamos un poco te participación. Por $ menos fuimos a otro con suite , te dejan instalada la cuna , alimentos buenos sin q lo pidas te lavan trastes te dejan cama ind sin cargo y una super atención. Cuando decidimos retirarnos los gerentes si pusieron atención a nuestras inconformidades y buscaron una solución pero a nosotros ya no nos intereso",pagar noche solo aguantar cuna dejar armar si cama individual cobrar letrerito innecesario solo saturar asi q camarera lavar traste tremendo fila cenar pasar restaurant bufet vigilar mesero reganar malo si animacion nocturno ingle si mexicano q merecer participacion menos suite dejar instalado cuna alimento buen q lavar traste dejar cama ind cargo super atencion decidir retirar gerente si poner atencion inconformidad buscar solucion interesar,2
957,"Mi esposa y yo nos alojamos en la Habana libre por  noches. Como en muchos hoteles más en Cuba, es un poco gastadas y viejas, pero es sólo una decoración, hay mucho peores sitios que podría ser, como en la 'tuxpan' en Veraderoo!  Nuestra habitación en el o piso estaba limpia y cómoda, el único fiable de todo fue el forro de las cortinas estaban transformando a polvo como estaban tan viejas.  Los bares en la zona del vestíbulo es excelente, excelente's mojita y todos aquellos histórico las fotos de cuando revolutionaries de Fidel tomó La Habana es fascinante.  El restaurante es grande y el desayuno es magnífico (para los estándares cubanos de todos modos), la piscina es genial, que sólo tienes que dejar un depósito returnable para las toallas.  La zona del hotel es, está…",esposa alojar habana libre noche cuba gastado viejo solo decoracion peor sitio tuxpan veraderoo piso limpio comodo unico fiable forro cortina transformar polvo viejo bar zona vestibulo excelente excelente mojita aquel historico foto revolutionarie fidel tomo habana fascinante restaurante grande desayuno magnifico estandar cubano modos piscina genial solo dejar deposito returnable toalla zona,4
958,"Alquien pudiera explicarme cómo es posible que un Hotel Meliá como este, en un país tropical no pueda un huesped tomarse un zumo natural de naranja? Ni de mango, ni  de sandía, ni de piña, ni de guanábana, ni de chirimoya? Sólo GUAYABA!!! Eso me ha sucedido en el lobby del hotel donde terminé tomando un sucedáneo de la Coca Cola diet: la Tu Cola DIET por el módico precio de . CUC! Quiénes son los responsables de ese desabastecimiento? La cadena Meliá o las autoridades de turismo de Cuba? o el bloqueo? Que falta de respeto!",alquien explicar posible melio pais tropical huesped tomar zumo natural naranja mango sandia pina guanabana chirimoya solo guayar suceder lobby terminar tomar sucedaneo coca cola diet cola diet modico precio responsable desabastecimiento cadena melio autoridad turismo cuba bloqueo faltar respeto,1
959,"En otras ocasiones me he quedado en los hotel istay, esta es la primera vez que me quedo en Monterrey, y la experiencia fue muy deficiente; entiendo que tuvieron el hotel al % de ocupación, lo que hizo que los empleados y procesos se vieran afectados, sin embargo me parece debieran tener previsto la alta ocupación; menciono algunos detalles: a) me llamaron previamente vía telefónica y la señorita que hablo fue contundente para pedir todos los datos de mi tarjeta de crédito para garantizar la reservación, obviamente al no tener un aviso previo de un correo oficial, la inseguridad del proceso es muy alta, de ninguna manera voy a proporcionar los datos de mi tarjeta a alguien que llama de buenas a primeras y se me lanza a la yugular en su discurso que si no le doy los  digítos_x_",ocasión quedar isto primero vez quedar monterrey experiencia deficiente entender ocupacion empleado proceso afectado embargo parecer deber previsto alto ocupacion mencionar detalle llamar previamente via telefonica senorita hablar contundente dato tarjeta credito garantizar reservacion obviamente aviso previo correo oficial inseguridad proceso alto ninguno manera proporcionar dato tarjeta alguien llamar buen primero lanzar yugular discurso si digitos_x _,2
960,"El encargado de dar mesas en el restaurante ZEN (Enrique)
Se porto muy déspota al no querer darnos una mesa para  por no estar el grupo completo.

Nos trato como si nos estuviera haciendo el favor.

Es triste ver que traten mejor a los extranjeros que a los nacionales.

Personas como el opacan el buen servicio de sus compañeros.",encargado mesa restaurante zen enrique portar despotar mesa grupo completo tratar si favor triste tratar mejor extranjero nacional persona opacer buen servicio companero,2
961,Deben de actualizar los horarios en las diferentes páginas ya que como yo o cualquiera de los visitantes que vamos podemos llegar y encontrar cerrado y luego la página para buscar información no funciona.,deber actualizar horario diferente pagina cualquiera visitante encontrar cerrado luego pagina buscar informacion funcionar,2
962,"Para mi sorpresa ha desmejorado ennsu atención.  Tienen muy buena infraestructura pero han perdido amabilidad.  / en NPS Positivo: Instalaciones, ubicacion, zona humeda, habitaciones materiales y mobiliario. Negativo: Atención lenta en lobby, mantenimiento televisión, precio de algunos servicios, ingreso de personas no huespedes(...) ",sorpresa desmejorar ennsu atencion buen infraestructura perder amabilidad nps positivo instalación ubicacion zona humedo material mobiliario negativo atencion lento lobby mantenimiento television precio servicio ingreso persona huesped,3
963,Me gusto mucho la idea de que ese lugar fue una mina de sal y fue excavada durante años por cientos de mineros. Todavia se pueden ver en las paredes las acumulaciones de este mineral y las marcas de los morteros. Si eres una persona religiosa te va a encantar esta experiencia. Para mí estuvo mas interesante la parte geologica del asunto. Lo recomiendo %.,gusto idea mina sal excavar ano ciento minero todavia pared acumulación mineral marca mortero si persona religioso encantar experiencia interesante parte geologico asunto recomer,4
964,"Pasamos unas cuantas noches al final de un viaje de aves en el interior. La zona del vestíbulo es grande. Esto es bueno ya que a menudo es una de locos de grupos que lleguen, partiendo, etc. Tiene una muy buena ubicación en la zona peatonal. Buffet de desayuno era abundante, pero de media, en el mejor de los casos, de calidad. Habitación hemingway está en el quinto piso y se ha convertido en un mini-museo. Si eres un huésped del hotel cn entre gratis, otros de pago  CUC. Hace un montón de tráfico durante el día, así que sería mejor evitar tener una habitación en las inmediaciones. Lo mejor del hotel es el bar de la azotea y un restaurante. La vista es muy agradable y el ambiente general cómodo",pasar cuanto noche final viaje ave interior zona vestibulo grande buen menudo loco grupo partir etc buen ubicacion zona peatonal buffet desayuno abundante medio mejor caso calidad hemingway quinto piso convertir mini museo si huesped cn gratis pago monton trafico asi serio mejor evitar inmediaciones mejor bar azotea restaurante agradable ambiente general comodo,4
965,"Decidimos reservar este hotel basándose en los comentarios de TripAdvisor y tan contentos de hacerlo. El hotel está en una ubicación fantástica y el personal estupendo. Nos alojamos por  noches y todos los aspectos con el hotel nos quedamos encantados con y no podía encontrar ningún defecto. El precio de las bebidas y la comida son caros en relación con restaurantes cerca, pero con respecto a los precios de hotel son razonables. tener una piscina en el último piso con una gran vista de la ciudad era maravilloso y esto fue una estupenda manera de relajarse y tener el almuerzo o la cena alrededor de la piscina de la azotea. Si tuviera que volver a Cuba sin duda me alojaría aquí de nuevo y sin duda lo recomendaría.",decidir reservar basar comentario tripadvisor contento ubicacion fantastico personal estupendo alojar noche aspecto quedar encantado encontrar ninguno defecto precio bebida caro relacion restaurante cerca respecto precio razonable piscina ultimo piso gran ciudad maravilloso estupendo manera relajar almuerzo cena alrededor piscina azotea si volver cuba duda alojar aqui nuevo duda recomendar,4
966,"Este hotel es un clasico de Monterrey ademas de contar con una buena ubicacion.  Tienes cerca buenos restaurantes, plazas comerciales, cafes y lugares de entretenimiento.  Aunque el hotel ya no es nuevo esta conservado bastante bien.  Vi algunas renovaciones en sus cuartos como en los de baño.  Tienen las regaderas de lluvia y mangueras a presión.  Los cuartos están limpios y son amplios.  El desayuno esta muy variado y con muchas opciones a escoger:  desde el continental hasta el típico desayuno norteño de huevo con carne seca.  Ademas de una gran variedad de pastelillos y panes.  El personal atento y servicial.  Lo único que no me gusto fue el gimnasio se me hizo que ya le falta una renovación en sus aparatos de cardio.  Tiene buen precio para su categoría y eso te invita a_x_",clasico monterrey ademo contar buen ubicacion cerca buen restaurante plaza comercial cafe entretenimiento aunque nuevo conservar bastante bien renovación cuarto bano regadera lluvia manguera presion cuarto limpio amplio desayuno variado opción escoger continental tipico desayuno norteno huevo carne seco ademo gran variedad pastelillo pane personal atento servicial unico gusto gimnasio faltar renovacion aparato cardio buen precio categoria invitar a_x _,4
967,"Todo excelente. Atención, limpieza, comida, albercas. No teníamos previsto llegar a ese hotel, pues reservamos en Riu Jalisco, pero nos salimos de ese, pues es pésimo ese Riu en todos los sentidos. Nos salimos, ni la noche pasamos ahí. Llegamos de casualidad al Grand Velas y sorpresa, excelente opción.",excelente atencion limpieza alberca previsto pues reservar riu jalisco salir pues pesimo riu salir noche pasar ahi casualidad grand vela sorpresa excelente opcion,5
968,"Este hermoso edificio está justo en la esquina de la plaza principal, cerca de la Catedral. El edificio en sí es increíble, pero el arte es impresionante. Usted tendrá la oportunidad de aprender la historia de los españoles que entra en el mundo Maya en una manera muy poderoso.",hermoso edificio justo esquina plaza principal cerca catedral edificio si increible arte impresionante oportunidad aprender historia espanol entrar mundo maya manera poderoso,5
969,"Muchisimo ruido y poca higiene en las habitaciones...no creo volver ahi, a pesar que me quejaba seguido del ruido nunca hicieron nada al respecto. Tuve que pedir que lavaran el baño porque estaba asqueroso, en donde la piscine había cucarachas, vamos in asco todo!",muchisimo ruido higiene creer volver ahi pesar quejar seguido ruido nunca respecto lavar bano asqueroso piscine cucaracha in asco,1
970,"Para empezar, la ubicación es absolutamente perfecta justo en la calle Obispo (la calle principal de La Habana Vieja).  El edificio es muy bonito, y las habitaciones son espaciosas. Por desgracia, las camas no estaban muy limpias, y el baño estaba lleno de moho. El desayuno no está mal. El servicio y el personal era muy amable, y nos ayudaron con una salida tarde y organizar un taxi para el aeropuerto.",empezar ubicacion absolutamente perfecto justo calle obispo calle principal habana viejo edificio bonito espacioso desgracia cama limpio bano lleno moho desayuno mal servicio personal amable ayudar salida tarde organizar taxi aeropuerto,3
971,"La verdad fuimos recomendados por una persona que es originaria de Cuba, el hotel esta en una ubicación única, pero la habitación que me toco vieja, el baño necesita una reconstrucción, lamentablemente lleno de cucarachas y una de las camas llena de un insecto raro. El restaurante del desayuno bien a secas, el patio sevillano creo se llama el otro restaurante mejor, pero no todo el personal es amable. Uno de los elevadores se atora en todo momento. Creo que no fue la mejor experiencia.",verdad recomendado persona originario cuba ubicacion unico tocar viejo bano necesitar reconstruccion lamentablemente lleno cucaracha cama lleno insecto raro restaurante desayuno bien secas patio sevillano creer llamar restaurante mejor personal amable elevador atorar momento creer mejor experiencia,3
972,"Ratas en los patios, cucarachas en el baño y en la habitación, sábanas y toallas sucias, olor a humedad, cortina de la ducha con moho, la madera del ventanuco del baño estaba podrida, azulejos rotos; ventanas de algunas habitaciones tapiadas, otras con el cristal roto. No funciona ningún secador (los tienen puestos para poder decir que disponen de ellos, pero son de ¿adorno?). Tampoco limpian la habitación, se limitan a hacer la cama y repasar un poco el baño. El personal de lo más inútil, no son capaces ni de llamarte a la habitación si les pides que te despierte. Ruido de las máquinas del aire acondicionado que te impiden dormir si eres de sueño ligero.",rata patio cucaracha bano sabana toalla sucio olor humedad cortina ducha moho madera ventanuco bano podrido azulejo roto ventana tapiado cristal roto funcionar ninguno secador puesto disponer adorno tampoco limpiar limitar cama repasar bano personal inutil capaz llamar si despertar ruido maquina aire acondicionado impedir dormir si sueno ligero,2
973,mucho por mejorar Todo iba bien hasta q llego una delegacion no se de donde y no estan preparados para recibir tanta gente. Nos quedamos sin desayuno ya q la cola para entrar era tan larga que ya habia q abandonar el hotel haciia varadero.   En realidad sufrimos en el desayuno con la calidad del pan y el cafe  con leche pues lo sirve una maquina y sale muy fuerte. Deberia tener la opcion de tomarse a gusto Las frutas tambien deberian ser mas frescas  Luego mas de  min para realizar un check out  Por destacar ofrecen transporte  a ciudad vieja  Los bartender  muy atentos  Limpieza en habitaciones regular  Si compras internet ten en cuenta q es ultralento.  Problema de la isla. No del hotel,mejorar bien q delegacion preparado recibir gente quedar desayuno q cola entrar largo q abandonar haciio varadero realidad sufrir desayuno calidad pan cafe leche pues servir maquina salir fuerte deber opcion tomar gusto fruta tambien deber fresco luego min realizar check out destacar ofrecer transporte ciudad viejo bartender atento limpieza regular si compra internet cuenta q ultralento problema isla,3
974,cobran por una cubierta que nunca me dijo que me pregunte en el aparcamiento y la recepcionista me dijo que había cubrir y fuimos me pide la factura al final de la noche cobran $ por cada persona para la entrada. Realmente no importa e...incluso el servicio era malo.Más,cobrar cubierta nunca preguntar aparcamiento recepcionista cubrir factura final noche cobrar cada persona entrada realmente importar incluso servicio malo mo,1
975,"Lo recomiendo totalmente! Unas vistas preciosas, pero nohay mucho que hacer en la parte superior. Hay algunos restaurantes caros y tiendas típicas turísticas.",recomer totalmente vistas precioso nohar parte superior restaurante caro tienda tipico turistico,3
976,"Me gustó el Barracuda más de mi mujer pero ella no quiere un restaurante típico con vistas al océano, cliff (, etc) que el Barracuda no tienen. Yo no sentarse al lado de un parque, lo cual me pareció bien. Es un poco difícil de encontrar pero mi atún kabob era muy bueno y a un precio muy razonable. Su rib-eye no era tan buena, demasiado el cartílago y no tan tiernos. Las bebidas eran buenas y que ellos hicieron de nuestra orden (sin azúcar). El personal era muy bueno también. Volvería pero no pedir los filetes, quédate con el marisco.",gusto barracuda mujer restaurante tipico vistas oceano cliff etcétera barracuda sentar lado parque parecer bien dificil encontrar atun kabob buen precio razonable rib eye buen demasiado cartilago tierno bebida buen orden azucar personal buen tambien volver filete quedar marisco,4
977,Es un hotel super representativo!!! clásico y hermoso aunque se nota el paso del tiempo!!! Vale la pena conocerlo!!! El espectáculo de cabaret y la cena en el restaurant son de lo mejor de Cuba!!! Definivamente seas viajero o turista es un must!!!!,super representativo clasico hermoso aunque notar paso tiempo valer pena conocer espectaculo cabaret cena restaurant mejor cuba definivamente viajero turista must,5
978,"En noviembre, fuimos a Lalaguna dos veces y estaba bien, muy práctico para hotel agradable para familias. Esta vez fuimos el domingo por la noche y nada era bueno. Teníamos reservas nos preguntaron a juego y tomar un cóctel mientras nos dieron nuestra mesa preparada. Nadie vino a tomar nuestra orden de bebidas. Cuando finalmente orden nuestras comidas  comidas vino y unos  minutos más tarde el  comida llegó. Las patatas fritas eran frías, camarones de coco insípido. tardaron pidiendo  veces diferentes pidiendo que conseguir hielo. Era como era noche amateur para el chef y el personal.",noviembre lalaguna vez bien practico agradable familia vez domingo noche buen reserva preguntar juego tomar coctel mientras mesa preparado nadie venir tomar orden bebida finalmente orden venir minuto tarde patata frita frio camarón coco insipido tardar vez diferente conseguir hielo noche amateur chef personal,2
979,Una buena experiencia para los que van por primera vez. Entrada lugar no tan bajo precio como antes. Pero se puede aprender mucho de época de la colonia la vida de los españoles. Y el esfuerzo que han tenido que defender lo que estaban robando. Porque eso es lo que estaban haciendo.,buen experiencia primero vez entrada bajo precio aprender epoca colonia vida espanol esfuerzo defender robar,5
980,"Llegamos a dormir a Monterrey rumbo a San Antonio, a un lado del hotel, caminando de encontraba este restaurante, recomendado por un amigo que vive ahí, todo, TODO riquísimo, pedimos chicharrón de rib eye, tuétanos, ladrillo de panela y guacamole con escamoles, lo más rico...Más",dormir monterrey rumbo san antonio lado caminar encontrar restaurante recomendado amigo vivir ahi riquisimo chicharron rib eye tuetano ladrillo panela guacamole escamol rico,5
981,"Hotel representativo de la Habana. Tan decadente como la ciudad. Ubicación muy buena. Terraza de desayunos buena.  Si te gusta la Habana vieja y no eres sibarita de lujos, este es tu hotel. Si lo arreglaran el edificio es muy bonito.  Me encanta la Habana!",representativo habana decadente ciudad ubicacion buen terraza desayuno buen si gustar habana viejo sibarito lujo si arreglar edificio bonito encantar habana,4
982,El hotel está bien en general muy bien ubicado cerca y una plaza comercial y establecimientos de ayuda Cómo son los restaurantes Dominos un oxxo a menos de una cuadra. Me agradó mucho que tiene alberca. Donde tuve problema fue en la página web al querer reservar mandaba error y error y en el   no contestaban.,bien general bien ubicado cerca plaza comercial establecimiento ayuda restaurante domino oxxo menos cuadra agrado alberca problema pagina web reservar mandar error error contestar,3
983,Nos encanta comer aquí cada vez que vamos a Puebla. Excelente servicio y riquísimos platillos de la gastronomía poblana. Gran colección de mezcales. Siempre está lleno así que conviene reservar o llegar temprano.,encantar comer aqui cada vez puebla excelente servicio riquisimo platillo gastronomia poblano gran coleccion mezcal siempre lleno asi convenir reservar temprano,5
984,"Lugar divertido para pasear y descubrir las calles laterales. Disfrute de la arquitectura y la historia. El bar favorito de hemingway, Bodeguita del Medio se encuentra en una calle lateral. Hay música en vivo alrededor, pequeñas tiendas para ir de compras, cafés, y no está demasiado llena.",divertido pasear descubrir calle lateral disfrute arquitectura historia bar favorito hemingway bodeguita medio encontrar calle lateral musica vivo alrededor pequeno tienda compra cafe demasiado lleno,4
985,Muy buena atención por parte de los meseros Brayan y Felipe muy rica la comida me gusta mucho el vaso lego donde le sirven a los niños 🥰👨🏻,buen atencion parte mesero brayan felipe rico gustar vaso lego servir nino,4
986,"Es una bulla constante. No hay descanso. Las noches son infinitas. Todo el mundo grita, sin importar la hora. Una falta de respeto a los oídos. La musica tiene un nivel que te impide disfrutar de la estancia.",bulla constante descanso noche infinito mundo gritar importar hora falta respeto oido musica nivel impedir disfrutar estancia,4
987,"Mucha fama, pero donde se ponga Cádiz, que se quite lo demás. No sé, no le vi el encanto, ni vi tantos cubanos mirando el mar",fama poner cadiz queter dema encanto cubano mirar mar,5
988,"Pasamos horas andando por las viejas murallas de la ciudad, bien vale la pena ... buen ejercicio y vistas estupendas ... llevad decente zapatos o sandalias ... las paredes son muy desigual.",pasar hora andar viejo muralla ciudad bien valer pena buen ejercicio vistas estupendo llevar decente zapato sandalia pared desigual,4
989,"Visitamos este PALADAR siguiendo las recomendaciones de los foros de Tripadvisor. Y realmente es magnifico y sumamente recomendable.-
Es pequeño, acogedor y todos son muy amables y atenciosos, bien predispuestos a dar sugerencias y a explicar con detalle en que consiste cada plato.-
En el...Más",visitar paladar seguir recomendación foro tripadvisor realmente magnifico sumamente recomendable pequeno acogedor amable atencioso bien predispuesto sugerencia explicar detalle consistir cada plato ma,5
990,bonita pero super turistica no puedes descansar ni un Segundo de tsunamis de turistas yendo y viniendo en esta plaza.. si buscas tranquilidad no es el lugar,bonito super turistica descansar segundo tsunamis turista venir plaza si buscar tranquilidad,4
991,"El servicio es bueno, los meseros son muy amables, pero la carne cada vez es peor y costosa, además que sólo reciben efectivo.",servicio buen mesero amable carne cada vez peor costoso ademo solo recibir efectivo,2
992,Lindo lugarcito que hay que visitar por la historia que se cuenta de el cerca de la Catedral y de la plza con in especial encNto,lindo lugarcito visitar historia contar cerca catedral plza in especial encnto,4
993,"Muy buena, muy buen serivcicio y atención, la atención de la persona de recipción fue muy buena, yo tenia un problema con mi reservación y ella  lo resolvió muyu bien, incluso vio la manera de que se respetara el costo original de mi reservación.",buen buen serivcicio atencion atencion persona recipcion buen problema reservacion resolver muyu bien incluso manera respetar costo original reservacion,4
994,"Es un lugar bonito pero en tempprada alta es un infierno llegamos a la  pm y hasta las : subimos a el recorrido por la ineptitud ,inoperancia ,descortecia y politicas abusibas de la empresa y el personal, regrese contento por el lugar pero muy molesto por la perdida de tiempo",bonito tempprada alto infierno pm subir recorrido ineptitud inoperancia descortecia politica abusibo empresa personal regresar contento molesto perdido tiempo,5
995,"Nos alojamos allí en dos ocasiones al principio y al final de nuestro viaje ... servicio ... y lo horrible servicio cada vez. El personal en la recepción y en la recepción de efectivo o ignoran o asistir a otros negocios, en el medio de servirle. Los camareros en el restaurante de buffet están aún peor y no servir cualquiera gustosamente. El servicio en el restaurante exterior estaba bien. habitación Nuestra habitación en la primera estancia fue horrible, olía mal, era muy pequeño y estaba justo cerca de los ascensores que recibimos mucho ruido. También podíamos escuchar a nuestros vecinos a ambos lados a través de las paredes. En nuestra segunda estancia, la habitación era una maravilla (creo que era la habitación ).  era grande y espaciosa, con una cama doble grande. La…",alojar alli ocasión principio final viaje servicio horrible servicio cada vez personal recepcion recepcion efectivo ignorar asistir negocio medio servir camarero restaurante buffet aun peor servir cualquiera gustosamente servicio restaurante exterior bien primero estancia horrible olear mal pequeno justo cerca ascensor recibir ruido tambien escuchar vecino ambos lado trave pared segundo estancia maravilla creer grande espacioso cama doble grande,1
996,"km para caminar tranquilo, es super chulo hacerlo a pie, tiene una historia espectacular de conocer, lo unico que tendrian que mirar de mantenerlo mas limpio la propia gente de alli, si tienes suerte de que alla un poco de marea alucinas con las fotos que de pieden sacar con las casas que hay enfrente",km caminar tranquilo super chulo pie historia espectacular conocer unico mirar mantener limpio propio gente alli si suerte allar marea alucinar foto sacar casa enfrente,5
997,"Me imagino que debería haber conocido, el menú no cantar para mí, la comida era demasiado pretencious y no en una buena manera, los sabores eran justo para mí. Pero tengo que decir que el edificio en sí es realmente precioso!",imaginar deber conocer menu cantar demasiado pretencio buen manera sabor justo edificio si realmente precioso,4
998,"Lamentablemente yo no me pude hospedar en el Nacional aunque unos familiares que estaban en viaje con nosotros sí tuvieron las oportunidad de hospedarse.  Durante mi estancia en Habana viste cada día el Nacional ya que era mi punto de encuentro con mi familia.   Definitivamente creo que es algo que tienes que ver estando en Habana.  Recomiendo MUCHISIMO el tour que se hace sobre la historia del hotel...hay tour en español y en ingles y de verdad que lo disfruté muchísimo.  Tambien tuve la oportunidad de tomarme unos mojitos en el bar del jardín del Hotel y fue una experiencia muy agradable.    Las habitaciones son amplias aunque se alcanza a percibir cierto deterioro por lo viejo en los materiales de las habitaciones.  La ubicación del hotel es ""buena"" aunque no esta muy cerca…",lamentablemente hospedar nacional aunque familiar viaje si oportunidad hospedar estancia habana cada nacional punto encuentro familia definitivamente creer habana recomer muchisimo tour historia tour espanol ingle verdad disfrute muchisimo tambien oportunidad tomar mojito bar jardin experiencia agradable amplio aunque alcanzar percibir cierto deterioro viejo material ubicacion buen aunque cerca,3
999,"La atención muy buena, ubicación y terrazas perfectas. Es un buen hotel con muchos años ubicado en un lugar que permite caminar por La Habana vieja y volver a descansar cuando uno quiere ya que esta ahí, Necesitaría un agiornamiento de camas y almohadas.",atencion buen ubicacion terraza perfecto buen ano ubicado permitir caminar habana viejo volver descansar ahi necesitar agiornamiento cama almohada,4
1000,"El baño tapado, restaurante super sucio, malisima atención del personal, gimnasio sin aire acc, todo viejo, las alfombras están viejisimas, las llaves no sirven y teníamos que bajar a cada momento a recepción. ",bano tapar restaurante super sucio malisimo atencion personal gimnasio aire acc viejo alfombra viejisimo llave servir bajar cada momento recepcion,1
