,frecuencia,palabra
30935,1,seremos
30936,1,nunca!!!!
30937,2,empezado
30938,1,",o"
30939,2,cables.
30940,1,pasta/pizza
30941,2,cansa
30942,1,celiacos
30943,1,viajaba.
30944,1,trozos.
30945,2,desconecta
30946,1,camarero.
30947,1,postre.Más
30948,1,distraccion.
30949,1,departamental
30950,1,Contro
30951,1,accesos
30952,2,automovil
30953,1,rapidos
30954,1,Constitucion
30955,2,Morones
30956,1,Prieto
30957,1,(adicional
30958,1,M).
30959,1,automovil.
30960,3,antigüedad.
30961,1,vecindario.
30962,2,rumbear
30963,1,debustar
30964,1,loros
30965,2,aísla
30966,1,chillidos
30967,1,localicen
30968,1,declarada
30969,2,Nuevas
30970,2,"arqueológico,"
30971,1,“Experiencias
30972,1,Xcaret”
30973,1,“Chichén
30974,1,Lujo”
30975,1,"bordo,"
30976,1,"audífonos,"
30977,1,"incluidas,"
30978,1,emprendiendo
30979,1,Zaci.
30980,3,contratado
30981,2,"menor,"
30982,1,aportar
30983,1,satisfactorio.
30984,2,mostraba
30985,1,veíamos
30986,1,conducían
30987,1,“prueba
30988,1,aplauso”
30989,5,pirámide.
30990,1,"haciéndolo,"
30991,1,propagación.
30992,2,eleva
30993,1,vivencia.
30994,2,"Chichén,"
30995,3,recrear
30996,1,excursión.Si
30997,1,"reconstrucciones,"
30998,1,"Ku-Kul-Kan,"
30999,4,conocida
31000,1,"gradas,"
31001,1,"pie.Personalmente,"
31002,1,Pok
31003,1,"Pok,"
31004,1,participaban
31005,1,ganador
31006,4,sacrificio
31007,1,abrasivo
31008,1,primavera.
31009,2,"húmedo,"
31010,1,"intenso,"
31011,3,comprarlo
31012,1,sitio.Otro
31013,3,factor
31014,1,fastidioso
31015,1,atocigados
31016,1,constante)
31017,1,apelación
31018,1,impedía
31019,1,"""entrar"
31020,1,"clima""."
31021,1,verdaderos
31022,1,trabajara
31023,1,"""fuerte"""
31024,1,irrisorios.
31025,1,"ilustrativo,"
31026,1,"hospedaba,"
31027,1,máscara
31028,1,900
31029,1,modelos
31030,2,"voz,"
31031,1,"interesados,"
31032,1,stands.
31033,1,golpea
31034,1,reflexión.
31035,3,disparos
31036,1,enfríe
31037,1,satifecha
31038,2,carpeta
31039,1,partire
31040,2,senor
31041,1,elder
31042,2,profecional
31043,1,centir
31044,1,areglar
31045,1,avitaciones
31046,1,px
31047,1,"Precio,"
31048,1,Gringos
31049,1,apartar
31050,1,apartaba
31051,1,4500
31052,1,corrigieron
31053,1,impresionado.
31054,4,canadienses
31055,5,"gusta,"
31056,6,Pese
31057,2,inquilino
31058,2,irme
31059,2,intentaba
31060,1,ducto
31061,1,compartían.
31062,1,"desaparecieron,"
31063,1,"toallas),"
31064,3,mostrará
31065,1,cartilla
31066,1,alojábamos.
31067,1,los...camareros
31068,1,mono-lingual
31069,1,estadounidenses.Más
31070,1,dic/2013.
31071,2,st
31072,1,"reservamos.
El"
31073,1,reforma.
31074,1,"balcón.
Los"
31075,1,Riu.
31076,1,embestidas
31077,2,libres.
31078,2,"deberían,"
31079,1,Volveríamos!???
31080,1,thee
31081,1,RIU
31082,2,hubiésemos
31083,2,"allí.
La"
31084,1,WestJet
31085,3,"con,"
31086,3,"educado,"
31087,1,"posible.
no"
31088,2,invadido
31089,1,SIDO
31090,1,hasta...Más
31091,1,calidad.........
31092,1,Céntrico
31093,3,animado.
31094,1,ventilada.
31095,2,"abren,"
31096,3,conseguir.
31097,1,312
31098,2,608.
31099,4,Importante
31100,1,"6,7"
31101,1,Graciela
31102,1,Trabajadora
31103,1,lleveis
31104,1,bebais
31105,1,:-))
31106,1,viejito
31107,1,"méxico,"
31108,4,"ambulantes,"
31109,1,"fuertes,la"
31110,1,lo.mas
31111,1,Alto
31112,1,"Espectacular,el"
31113,1,Espectaculo
31114,1,"Luces,y"
31115,1,chic@s
31116,1,ganas.
31117,1,recoges
31118,2,"maltratada,"
31119,2,hongo
31120,1,aletas.
31121,1,First
31122,1,part
31123,3,was
31124,1,Rivera's
31125,1,home
31126,1,where
31127,1,lived
31128,2,with
31129,1,his
31130,1,parents.
31131,1,Pretty
31132,2,cool
31133,1,then
31134,2,keep
31135,1,climbing
31136,1,exhibit
31137,1,floors.
31138,1,only
31139,1,work
31140,1,were
31141,3,early
31142,1,sketches.
31143,1,Rough
31144,1,drafts
31145,1,one
31146,1,pencil
31147,1,which
31148,1,probably
31149,1,meant
31150,1,throw
31151,1,away.
31152,1,rest
31153,1,exhibits
31154,1,belonged
31155,1,unknown
31156,1,artists
31157,1,pretty
31158,1,let
31159,1,down.
31160,1,Has
31161,1,clean
31162,1,restrooms.
31163,1,"Fabián,"
31164,1,Guarde
31165,1,obligaban
31166,1,jeje
31167,1,Cd
31168,1,Exageradamente
31169,1,desocupadas.
31170,1,Fabian
31171,1,cracks.
31172,4,transfer
31173,1,exquisitos!
31174,2,calidad/precio
31175,1,58
31176,1,Maderas
31177,1,"desportilladas,"
31178,1,deshilachadas....
31179,1,pillabas
31180,1,llegabas
31181,1,deseabas
31182,1,ducharte.
31183,1,_x0093_bueno
31184,1,_x0093_
31185,2,Lingote
31186,1,carísimo.Los
31187,1,venden:
31188,1,Tostitos
31189,1,"químico,"
31190,1,"sabritas,"
31191,1,"arigomas,"
31192,1,"chamois,"
31193,1,(excepciones
31194,1,"caras),"
31195,1,porqueria.Las
31196,3,construidas
31197,1,"regiomontanos,"
31198,1,administradas
31199,1,ambición
31200,1,tentempié.
31201,1,Piñas
31202,2,coladas
31203,1,"postales,"
31204,1,abordaron
31205,1,tomáramos
31206,1,"terraza,y"
31207,1,caro.Estafa
31208,1,"Chicos,"
31209,1,"grafitis,"
31210,3,consiguió
31211,1,barato.La
31212,1,proteger.
31213,1,gratos
31214,1,"amigos.
La"
31215,2,aumentado
31216,1,reflejar
31217,1,Ejemplo
31218,1,tímido
31219,3,experimentamos
31220,2,anteriormente).
31221,1,calibrar
31222,1,dólar?
31223,1,motivado
31224,2,Encantador
31225,1,espectadores.
31226,1,Educativo
31227,1,siderúrgica
31228,1,utilizaban
31229,1,"""show"
31230,1,"horno"""
31231,1,"""paseo"
31232,1,"cima"""
31233,1,"indispensables,"
31234,1,$95
31235,3,acompañantes
31236,2,creativos
31237,3,anticuada.
31238,2,Incluida
31239,1,Gastronomía
31240,2,(Santo
31241,2,"Ángel,"
31242,1,"Vitrola,"
31243,2,Factoría
31244,1,"Cervecera,"
31245,1,"Bohemia...),"
31246,1,(Café
31247,1,"Taberna),"
31248,2,(El
31249,1,"Escorial),"
31250,1,"Visuales,"
31251,1,"Casona,"
31252,1,Fototeca
31253,1,(esculturas
31254,1,Fabelo
31255,1,"Quintanilla,"
31256,7,teatro
31257,1,"danza...),"
31258,1,tiendas...
31259,1,conveniet
31260,1,"wi-fi,"
31261,1,espectacular!!!!.
31262,1,escribirme.
31263,2,boulevard
31264,1,gobernador
31265,1,kilómetro).
31266,1,"abuso,"
31267,2,"magnífica,"
31268,1,cimas
31269,1,selvadebe
31270,1,Paula
31271,1,"colaboradora,"
31272,1,general.Más
31273,1,Fabuloso
31274,1,occidentales.
31275,1,Extenso
31276,1,"delicioso,."
31277,2,Maravillosa
31278,2,bidé.
31279,1,😥
31280,1,😄
31281,1,acondicionado!!!
31282,1,irónico
31283,1,recoja
31284,1,depositarla.
31285,1,Sincero
31286,1,especial...demasiado
31287,1,aburido...no
31288,1,cartagena..unos
31289,1,museos..solo
31290,2,fotos...
31291,2,"funcionales,"
31292,1,"excepcionales,"
31293,1,brecha
31294,1,"corresponde,"
31295,1,receptivos
31296,1,"empresa,"
31297,2,detuvieron
31298,1,señalaron
31299,3,losa
31300,1,restaurante......
31301,3,Pensé
31302,2,diferente...
31303,1,buenos......
31304,4,sabor...
31305,1,perfecto....
31306,3,muuuuy
31307,1,duro...
31308,1,carnes....los
31309,1,variedad...
31310,3,pedí...Más
31311,1,respetando
31312,1,parámetros
31313,1,sobresalió
31314,1,"servidores,"
31315,1,Roul
31316,1,"Salvador,"
31317,1,"Eddi,"
31318,1,"Ismael,"
31319,1,jazmín
31320,1,José.
31321,3,ocupado.
31322,2,Os
31323,2,Sayulita
31324,1,Surf
31325,1,llevaen
31326,1,desesperarce
31327,1,especialemte
31328,1,asistí
31329,1,"teníamos,"
31330,1,ni...Más
31331,2,micro
31332,1,totales.
31333,1,hs;
31334,1,sacás
31335,1,diferenciados:
31336,1,bungalows.
31337,3,BIEN
31338,1,parte.…
31339,1,'vintage'
31340,1,pizzería.
31341,1,(1ª
31342,1,planta).
31343,1,negativas:
31344,1,bordea
31345,1,mass
31346,1,fabricados
31347,2,(había
31348,1,pregúntele
31349,1,guía).Fue
31350,1,Disfrute.
31351,1,museo/s
31352,2,presiones
31353,2,ecléctica
31354,1,tronos
31355,3,carruajes.
31356,1,ado
31357,1,CArmon
31358,1,11:45.
31359,1,Retorno
31360,1,4:30.
31361,1,97
31362,2,ambulancia
31363,1,soplan
31364,1,silba
31365,1,sonar.
31366,2,2:00
31367,1,p.m
31368,2,quedarse.
31369,2,p.m.
31370,1,"niñez,"
31371,1,enchufe.
31372,3,dominado
31373,1,extroverted
31374,1,noruego
31375,1,sutil
31376,1,(doble)
31377,1,"reciente,"
31378,1,cubrelecho
31379,5,trabajar.
31380,2,"dañada,"
31381,1,cargan.
31382,2,Cucarachas
31383,1,sospechar
31384,1,Prometo
31385,1,caro...lo
31386,1,regrso...nos
31387,1,limito
31388,1,"animado,"
31389,1,desierta
31390,1,ruinoso
31391,2,"vayas,"
31392,1,20min
31393,1,203
31394,1,tuallas
31395,1,conservado.No
31396,1,montejo.Lamentablemente
31397,1,😅
31398,4,cuadro
31399,1,describía
31400,1,"reiteradamente,"
31401,1,veintena
31402,1,esperarlos
31403,1,"aveces,"
31404,1,ranqueado
31405,1,expediciones
31406,1,sholud
31407,1,"aperitivo.
No"
31408,2,"es.
El"
31409,1,servicelevel
31410,1,autocatering
31411,1,"preferd.
Última"
31412,1,'trabajo';
31413,1,que...realmente
31414,1,souer
31415,3,jornada
31416,1,"infernal.
El"
31417,1,patética.
31418,1,fácil.Más
31419,1,hoteleríá
31420,1,desyunos
31421,1,amables!!!
31422,2,armado
31423,1,pre-colombina.
31424,1,únicasy
31425,1,buque.
31426,1,experiencia.Si
31427,1,demostrarlo!
31428,1,obtendrás
31429,1,expensive
31430,1,apreciación
31431,2,LLegamos
31432,1,"señalada,"
31433,1,habilitaron
31434,2,escalón
31435,1,tercer…
31436,3,tickets
31437,1,cuelan
31438,1,“pasaporte
31439,1,extranjero”.
31440,1,espantados.
31441,1,"probarlo.
El"
31442,1,"mal).
El"
31443,1,"acogedor!

Nunca"
31444,1,*...comida
31445,1,"esperar.

que"
31446,1,"""negro"
31447,1,"relleno"".
No"
31448,1,"sabor.
El"
31449,1,bruto
31450,1,"pedido.

Fue"
31451,1,"volvería.
Sin"
31452,1,platos.Más
31453,1,"Habana,limpio"
31454,1,amplias;
31455,2,av.
31456,2,3er
31457,2,Henry
31458,1,Edgardo
31459,2,Adicional
31460,1,Plan
31461,2,"correcta,"
31462,1,trasfer
31463,2,líderes
31464,1,aparcados
31465,1,Casas.
31466,1,"cocidos,"
31467,2,"impactan,"
31468,1,medidodia
31469,1,Artesanías
31470,4,regateando
31471,3,Sucio
31472,2,adjunto
31473,1,mismo.Visita
31474,1,Brio:
31475,1,"vestuarios,"
31476,1,"laborales.

mensajes"
31477,1,"decepcionará.

santuarium"
31478,2,Esperando
31479,1,Añadir
31480,1,prisas
31481,1,"cena.

Habitación"
31482,1,Outlets
31483,1,"limitadas,"
31484,1,"artilugios,"
31485,1,"extensión.

necesario"
31486,1,avanzados
31487,1,"baja.

llevar"
31488,1,"habitación.

agradable"
31489,1,"con.

Como"
31490,2,"consejos,"
31491,1,"1/2,"
31492,1,"santuarium,"
31493,1,"profundo,"
31494,1,"am.

Los"
31495,1,escritos.
31496,1,grutas.
31497,3,agradó
31498,1,"hotel,(29"
31499,2,cartelera
31500,3,confiar
31501,1,recepcionista)
31502,1,"1,04,"
31503,1,"1,14."
31504,1,"4,50,"
31505,1,diciembre.
31506,2,había...Más
31507,1,"tramitadas,"
31508,1,resposable.
31509,2,crepas
31510,2,saladas.
31511,1,suministrado
31512,1,sabrosa;
31513,3,esplendor.
31514,2,Brinda
31515,2,"mismo),"
31516,2,pulgas
31517,1,Recomendada
31518,1,pertenezcas
31519,1,"catolicismo,"
31520,2,"católica,"
31521,1,pintorescos.
31522,1,"enemigo,"
31523,3,"vergüenza,"
31524,1,variación.
31525,1,bastan.
31526,1,Deliciosoooooo.!!!
31527,1,Maguro
31528,1,Lemon.!
31529,1,llenado
31530,1,seguíamos
31531,2,martini
31532,1,Litchi
31533,1,Gyozas
31534,2,callo
31535,1,Serranito
31536,1,lugar.!!
31537,1,"Chay,"
31538,1,resolviendo
31539,1,vago
31540,1,"presentaba,"
31541,1,moleste
31542,1,"habitación.

Del"
31543,1,"hotel.

LA"
31544,1,COMIDA:
31545,1,sobrevivan
31546,1,bateando
31547,3,"pizzas,"
31548,1,raída
31549,2,"cenas,"
31550,1,"Adrián,"
31551,2,capricho
31552,1,"ocurra,"
31553,1,conseguirte
31554,1,"elección.

EL"
31555,1,SPA:
31556,1,presuma
31557,1,"tomar.

EL"
31558,1,MAR
31559,1,ALBERCAS:
31560,1,calmo
31561,2,"día.

En"
31562,1,duda!!!
31563,2,puebla.
31564,1,"mitico,para"
31565,1,"mas
El"
31566,1,"mojito,caro"
31567,1,"mundo
Simplemente"
31568,1,Superiom
31569,1,så
31570,1,wiew
31571,1,expensiv
31572,1,det
31573,1,"conoce,"
31574,1,"mty,"
31575,1,estrellas.Reservamos
31576,2,Solitair
31577,1,empresa.Mercure
31578,1,opresiva.Nos
31579,1,solucionar.Hay
31580,1,distribuidores
31581,1,drogas
31582,1,asesinato
31583,1,"privados,"
31584,1,"nublado,"
31585,1,agua.Es
31586,2,paguen
31587,2,Audio
31588,1,suficiente.Es
31589,3,apuro
31590,1,día(ya
31591,1,"seguridad),"
31592,2,billetera
31593,1,Dimos
31594,1,"“investigación”,"
31595,2,"disculpas,"
31596,4,percatamos
31597,5,documentos
31598,1,inmigración
31599,1,"traería,"
31600,1,cobró
31601,2,"documentos,"
31602,1,efectivo…
31603,1,reconocimientos
31604,2,tripadvisor.
31605,1,recupera
31606,1,inclusive.
31607,2,transportacion
31608,1,"yoga,"
31609,1,pilates
31610,1,(Maestro
31611,1,Miguel)
31612,1,"(Havy).
Solo"
31613,1,criticas:
31614,1,(deben
31615,1,Holanda
31616,2,"Clara,"
31617,1,Hagen
31618,1,Das
31619,1,"similar),"
31620,1,"hotel.
Indudablemente"
31621,1,"familiares.
Ana"
31622,1,Bulmaro
31623,1,Valdes
31624,2,"armas,"
31625,2,"uniformes,"
31626,2,guerra
31627,3,batallas
31628,1,independencia.
31629,2,restaurado.
31630,1,(imagino
31631,1,"conocimiento),"
31632,1,excusa.
31633,1,3€)
31634,1,artesano
31635,1,"hot-dog,"
31636,1,pisos....
31637,1,6!
31638,1,renovando)
31639,1,ascensores!
31640,1,largas....
31641,2,"digamos,"
31642,8,arreglamos
31643,5,xq
31644,2,"jovenes,"
31645,1,veniamos
31646,1,escalera...
31647,1,Recepcion:
31648,1,2/3
31649,3,gente...
31650,1,"basto,"
31651,2,funcionaba...
31652,1,9....
31653,1,entramos...
31654,1,limpiar!
31655,1,armar...
31656,1,sangre...
31657,1,"reclamamos,"
31658,1,NADA.
31659,1,perdia
31660,1,quejas…
31661,1,36
31662,1,reservacion.
31663,1,adjunté.
31664,1,(CADECA)
31665,3,"exquisito,"
31666,1,derrite
31667,1,"reunion,"
31668,1,kish
31669,1,"OMG,"
31670,1,swmana.
31671,1,dedicárselo
31672,1,hermanitos
31673,1,teniendolos
31674,2,resistencia
31675,1,animarlos
31676,1,lograrlo
31677,1,sanduches.
31678,1,improvisado
31679,4,saludable
31680,1,"ventiladas,"
31681,3,deplorable
31682,2,pagaste
31683,1,esperaste.
31684,2,'momias'
31685,1,Conclusión:
31686,2,momia
31687,1,(ojo:
31688,1,"tocar),"
31689,1,decepcionara
31690,1,"zoológico,"
31691,1,"shows,"
31692,1,"playa.

Su"
31693,1,"minutos.

La"
31694,1,categoría...
31695,2,"adicional,"
31696,1,refiriendo
31697,1,"demorado,"
31698,4,encontraban
31699,1,sensacionales
31700,2,históricas.
31701,1,modernísimo
31702,1,generaban
31703,2,demoras.
31704,1,vista¡
31705,1,maravilla....recomendable
31706,1,toquen
31707,1,altos¡
31708,1,"decepción:
1)"
31709,1,"restaurante
2)"
31710,1,"comida
3)"
31711,1,"aburrido
4)"
31712,1,veganos
31713,1,execelente.
31714,2,Rib
31715,3,parrilla.
31716,2,marcan
31717,1,desocupar
31718,1,procedimiento.
31719,1,Chema
31720,1,explícita
31721,1,(arriba
31722,1,promedio).
31723,1,estaciona
31724,1,modulo
31725,1,sigue..
31726,1,diseñadas.
31727,5,particular.
31728,2,Pisco
31729,1,Sour!
31730,1,"parte.

Me"
31731,1,peor!
31732,3,obscuro
31733,1,"innecesariamente,"
31734,1,dificultando
31735,1,va...Más
31736,8,Metrocable
31737,2,delincuentes
31738,1,"repavimentar,"
31739,1,Domingo)
31740,2,(Linea
31741,1,L)
31742,1,vírgenes
31743,1,bosques.Incluso
31744,1,"aventureros,"
31745,1,Maravíllese
31746,4,habilidad
31747,1,squirly
31748,1,"Road,"
31749,1,Negro
31750,1,piernas!
31751,1,Disfrutar
31752,1,viaje.Aivarst
31753,3,Cuatro
31754,1,MARAVILLOSO
31755,3,"HOTEL,"
31756,1,"cordiales,"
31757,1,"fundidas,"
31758,3,MUCHO
31759,1,quererlo
31760,3,7:30
31761,1,precio)y
31762,1,intenso)
31763,5,descansando
31764,2,sandwiches
31765,1,congelada.
31766,1,Listos
31767,1,alquilada
31768,1,Air
31769,1,bnb
31770,1,(25u$s
31771,1,cómoda)
31772,1,"majestuosas,"
31773,2,procuro
31774,1,"Reyna,"
31775,1,Nogada.
31776,1,descuido.
31777,1,parcio
31778,1,vedad
31779,1,"descuidado),"
31780,2,pequenas
31781,2,Cualquiera
31782,1,particulares
31783,3,"paladares,"
31784,1,estatales.
31785,2,"40,"
31786,1,pensamientos
31787,1,tiempos;
31788,2,"creo,"
31789,1,interno.
31790,1,balconette!
31791,1,tengas.
31792,1,Myan
31793,1,Mayasites
31794,1,Jonnie
31795,4,Ricardo
31796,1,Alcancé
31797,1,entré.
31798,1,bar;
31799,3,hablaban
31800,1,problemas...Más
31801,4,experiencia:
31802,1,"tapó,"
31803,1,regadora
31804,1,caigo
31805,1,"resbalón,"
31806,1,manchadas.
31807,3,orines.
31808,1,$200usd
31809,1,(27
31810,1,2015)
31811,4,$4
31812,1,regresaré.
31813,1,margarita's
31814,3,trajimos
31815,1,"nevería,"
31816,2,trabajadora
31817,1,IMSS
31818,1,olvida
31819,1,que...tengan
31820,1,empañaron
31821,4,experiencia.Más
31822,1,vería
31823,1,"regulares,"
31824,1,"ciudad.
Leer"
31825,1,"diagramado,"
31826,2,colombianos.
31827,1,"reformado,"
31828,1,anexos
31829,1,pretensiones.
31830,1,recogida.
31831,1,8.000
31832,1,/persona/viaje
31833,1,/para
31834,1,"teleférico.Prepárate,"
31835,1,"windier,"
31836,1,oxígeno!
31837,1,observatorio.La
31838,1,"vegetacion,"
31839,1,kukulkan
31840,1,aprovechanEl
31841,1,veEs
31842,1,peor....Si
31843,1,asi...
31844,1,perdera
31845,1,escucharán
31846,1,vitrina
31847,1,momia.
31848,1,Visiténlo
31849,1,visita.Más
31850,1,"
Que"
31851,1,tache!
31852,1,"Bodeguita,"
31853,2,caótico
31854,2,terremotos
31855,1,"Piojera"""
31856,1,cariño!)
31857,1,sobrepasar
31858,5,a...Más
31859,2,Notre
31860,1,Dame
31861,1,Sixtina
31862,1,inesperado.
31863,1,anfiteatro
31864,1,esperar.Hay
31865,2,empedrado
31866,1,resbaladiza
31867,1,obstaculizado
31868,2,nubes.
31869,3,hombro
31870,1,"hombro,"
31871,1,camino.Es
31872,1,empinado
31873,2,indudable
31874,2,conoció
31875,1,cercas
31876,2,visitados.
31877,1,descansas
31878,1,pensarlo.
31879,2,placentero
31880,1,Ceri
31881,1,náuseas
31882,5,tenías
31883,1,karla.
31884,1,Marta.
31885,1,suyo
31886,1,sunset
31887,1,"simples,"
31888,1,carentes
31889,1,Yucateco.
31890,1,chaya.
31891,1,Obispado
31892,1,arcos
31893,1,(Zócalo)
31894,5,callejones
31895,1,comer....La
31896,1,ubicación.Más
31897,1,dividirlos
31898,2,como:
31899,1,cereal
31900,1,ajena
31901,2,encantados.
31902,1,menú...era
31903,1,anotado
31904,1,arranque.
31905,2,cobraron.
31906,1,"3,50,"
31907,2,7-8
31908,1,después.Más
31909,1,libertador
31910,1,ministerio
31911,1,Interior
31912,3,líder
31913,1,Cubana.Al
31914,1,Carro
31915,1,descapotado
31916,1,narración
31917,3,Cubano
31918,1,transmitieron
31919,1,lugar.Igualmente
31920,2,Paz
31921,1,Fronteras
31922,1,promovido
31923,1,compatriota
31924,1,Juanes
31925,1,participación
31926,1,mundial.El
31927,3,"isla,"
31928,1,"COCOTAXI,"
31929,1,admirados
31930,1,microbuses.No
31931,3,tumbonas.
31932,1,acampar
31933,1,trabaje
31934,1,inundadas
31935,1,gushed
31936,1,(muchas
31937,1,"son),"
31938,1,Jefe
31939,1,"frías."""
31940,1,traducir
31941,2,Acá
31942,1,gigantografias
31943,1,celebre
31944,2,pintor
31945,1,ud
31946,4,agradecido
31947,1,enseñanza.
31948,1,dieron:
31949,1,Horarios
31950,2,estrictos
31951,1,específicos
31952,1,Makis
31953,1,soja?
31954,1,hot
31955,1,dogs
31956,1,días?
31957,1,salchichas
31958,1,acababa.
31959,1,"segundo.,"
31960,1,Pésimo!
31961,1,definidos.
31962,2,Infraestructura
31963,3,hongos.
31964,1,bidón
31965,1,descompuesta.
31966,1,estás.
31967,1,Gimnacio
31968,2,habilitados.
31969,7,"falta,"
31970,2,Snack
31971,5,reducidos
31972,1,"minibar,"
31973,1,Zacatlan
31974,1,Manzanas
31975,3,increiblemente
31976,1,acomodadas
31977,2,"caballo,"
31978,1,olvidarme
31979,1,lugar.Recomiendo
31980,1,Zoofari.
31981,2,Recorrer
31982,2,"empedradas,"
31983,2,"Florero,"
31984,1,oleos
31985,1,"religiosas,"
31986,1,"Liévano,"
31987,1,patria.
31988,1,monótono.
31989,7,escultura
31990,1,aburrimos
31991,1,después.Algunas
31992,1,"magníficas,"
31993,1,"👌🏼
Yazmin"
31994,3,"atendió,"
31995,1,"buenísimas,"
31996,1,"Juliet,"
31997,1,deciros
31998,1,"Bufet,"
31999,1,"Juanjo,"
32000,1,Ahh!!
32001,1,ymuy
32002,1,flamenca
32003,1,flamenco
32004,1,tematizado
32005,1,olvidas
32006,1,podeis
32007,1,restaruante
32008,1,contemporanea
32009,2,restaurante;
32010,1,agradable;
32011,2,privilegiado.
32012,1,un...precio
32013,1,momificados.
32014,4,inicia
32015,3,confuso
32016,1,señalamientos
32017,1,indiquen
32018,2,seguir.
32019,1,vitrinas
32020,4,momias.
32021,1,Parecería
32022,2,"varias,"
32023,1,'pasillo
32024,1,muerte'
32025,1,ilustrativa
32026,1,momificado.
32027,1,disfrutarás.
32028,1,"organizados,"
32029,1,Animo
32030,1,imprenta
32031,1,"prometedor,"
32032,1,así...que
32033,2,Julieta
32034,1,Vieja.Más
32035,1,interrail
32036,1,azote
32037,1,.Una
32038,1,revelación
32039,1,colgaban
32040,3,Sáltate
32041,1,fajita.
32042,2,restaurante/bar
32043,1,"cierto!
Los"
32044,1,buenos!
32045,1,decente!
32046,2,estandares
32047,1,"Palomas"","
32048,3,respiro
32049,1,recorrida
32050,1,pòrque
32051,2,cocida
32052,2,"quemada,"
32053,1,habano
32054,1,ocurrirsele.
32055,3,amenities
32056,1,"mejoro,"
32057,1,"inn,"
32058,1,"genial!:

-"
32059,1,profundas
32060,4,toboganes
32061,1,"club.
-"
32062,1,"mundo.
Todo"
32063,1,Genaro
32064,1,error;
32065,1,";-)
-"
32066,1,cosa!
32067,1,"elegantes,"
32068,1,"educadas,"
32069,1,odiosos
32070,1,"incluido.

La"
32071,1,"buena:

-"
32072,1,"mierda,"
32073,1,vacaciones...
32074,1,"cosa!
-"
32075,1,"'ok',"
32076,6,"opciones,"
32077,1,"nosotros
-"
32078,1,wc.
32079,1,lumpiest
32080,4,"visto,"
32081,1,quejé.
32082,1,"circulan.
-"
32083,4,peligroso.
32084,1,"semana.
-"
32085,1,pequeña!
32086,1,"ellos
-"
32087,1,"trabajar
-"
32088,1,humedad;
32089,1,"caliente.

Consejos:
-"
32090,1,"día
-"
32091,1,obtendrá
32092,1,ascenso!
32093,1,"planta.
-"
32094,4,#s
32095,1,"(401,"
32096,1,402...)
32097,1,"(445,"
32098,1,446...).
32099,1,"rara,"
32100,1,"#,"
32101,1,#.
32102,1,"trae.

Este"
32103,1,posee.
32104,1,dode
32105,1,forjados
32106,1,antepasados.
32107,5,Reserva
32108,1,$1.10
32109,1,"
Fui"
32110,2,duramos
32111,1,",nunca"
32112,1,orientación...Más
32113,1,Lake
32114,1,Shore
32115,1,Chicago.
32116,1,día.Girar
32117,3,Excepto
32118,2,"elaboradas,"
32119,1,impliquen
32120,1,"macabras,"
32121,1,válidas
32122,1,Halloween.
32123,1,aporten
32124,1,"platicado.
Sin"
32125,1,"extraordinario.
Los"
32126,1,"tanto.
Posiblemente"
32127,3,regresemos
32128,1,recoemndado
32129,1,tediosa
32130,2,remodelada
32131,1,contagiosa.
32132,1,hermosa!.
32133,1,plqticar
32134,1,"desesperante,"
32135,1,cuidado!!
32136,1,katsudon.
32137,2,reunido
32138,1,Jerónimo
32139,1,Todo:
32140,1,paltos
32141,3,"mío,"
32142,1,interpretada
32143,1,desglosaban
32144,1,pre-colombianas.El
32145,1,repetición.
32146,1,"""mágica"""
32147,1,"""pitch"
32148,3,Black
32149,1,tribu
32150,1,rayo
32151,1,público.Este
32152,2,estudiar
32153,1,pre-colombiana
32154,3,adulto.
32155,1,magra
32156,1,subsistencia
32157,2,vendida
32158,1,MN.
32159,7,ya.
32160,1,Lindisima
32161,1,"cuidad,"
32162,1,seguraEs
32163,2,carroza
32164,4,bandas
32165,2,deambulando
32166,1,Cámara
32167,1,Oscura
32168,1,comprensible).
32169,1,ferozmente
32170,1,comprensible)
32171,1,tuberías.
32172,1,(casetas)
32173,4,parejas.
32174,1,emocionado
32175,2,hermanas
32176,2,barra.
32177,3,vendido
32178,3,control.
32179,1,gritando.
32180,2,agresivo.
32181,1,manipulación
32182,1,"simpaticas,"
32183,1,"entramos,"
32184,1,el...vestido
32185,1,"Maya.

Hay"
32186,1,"trio,"
32187,1,bead
32188,2,terminar.
32189,3,"porciones,"
32190,1,"baratos.

Este"
32191,2,almuerzo.Más
32192,4,ambulante
32193,1,Deficiente
32194,2,faltante
32195,1,buffe
32196,1,establecida.
32197,1,retrasos
32198,1,creía.
32199,1,peregrino
32200,1,consideraton
32201,1,"mamá,"
32202,1,"mañanitas,"
32203,1,"cocido,"
32204,2,250
32205,1,Postres...Más
32206,1,Sofitel.
32207,2,(ojalá
32208,3,mérito
32209,5,"estupendas,"
32210,1,desesperadamente…
32211,3,garantizar
32212,1,era...genial.
32213,1,"curiosidad,"
32214,1,nuevo.Más
32215,2,"informal,"
32216,1,combinados
32217,1,'picoteando'
32218,2,espaguetis
32219,1,"carbonara,"
32220,1,pizza...
32221,2,elaborado
32222,1,bailada
32223,1,escondido.
32224,1,íntimas
32225,2,ecléctico
32226,1,salvajemente.
32227,4,decoraciones
32228,1,imaginativos
32229,1,la...comida
32230,1,cocidos.
32231,4,entusiasta
32232,1,formado.
32233,1,"negocios.
Esta"
32234,1,platican
