,Unnamed: 0,Review,Class,Conteo,Max,Min,moda,tokens,ClassBestModel
4241,4267,"Desde la entrada, los cócteles, pasando por los entrantes, segundos platos y como broche final.... los postres¡¡¡¡¡¡ todo es inmejorable¡¡¡¡",5,140,15,1,entrada,entrada coctel pasar entrante segundo plato broche final postre ser inmejorable,4
5415,5460,"Debió ser un Hotel excepcional en los años , actualmente está muy viejo. Habitaciones y espacios muy grandes pero faltos del mantenimiento adecuado (como el resto de las ciudad.) Buen bufett y una discoteca muy agradable en la planta  con vistas excepcionales de la ciudad y la bahía, y espectáculo de buen nivel cuando yo estuve. ",3,335,13,0,excepcional,deber ser hotel excepcional ano actualmente viejo habitación espacio grande falto mantenimiento adecuado resto ciudad buen bufett discoteca agradable planta vistas excepcional ciudad bahia espectaculo buen nivel,4
5141,5181,"un area para divertirse tanto grandes y pequeños, es un area para todo tipo de persona y sobre todo al pasear en bicicleta por todo el parque lo recomiendo % aparte que es monterrey :)",5,187,10,1,area,area divertir grande pequeno ser area tipo persona pasear bicicleta parque recomer aparte ser monterrey,4
7234,7304,"Me encanto el estilo del restaurante , elegante pero divertido. La comida está riquísima, el queso panela al ajonjolí como entrada está lo máximo. También las tiritas de Rib eye creo se llaman gabachas súper ricas. 
Muy recomendable para ir con amigos o alguna ocasión...Más",5,274,13,1,encanto,encanto estilo restaurante elegante divertido comida riquisimo queso panelar ajonjoli entrada maximo tambien tirita rib eye creer llamar gabacha super rico recomendable ir amigo alguno ocasion ma,5
1282,1284,"El menú de experiencia, delicioso.  La presentación de los platos es muy consistente y bien lograda, el ambiente en general es agradable. Recomendado 
Carlos Lasso",5,163,12,0,ser,menu experiencia delicioso presentacion plato ser consistente bien logrado ambiente general ser agradable recomendado car lasso,5
509,509,"Me encanto lo que comimos, pedimos variado y al centro y todo esta riquísimo, seguro que volvemos , muy buena atención y buen precio !!",5,135,10,1,buen,encanto comer pedir variado centro riquisimo seguro volver buen atencion buen precio,5
3405,3423,"El hotel es precioso,pero sucio y falta de mantenimiento,las habitaciones,si llegas y no revisas,duermes en las sabanas usadas y sucias por otros huespedes,en mi opinion deben arreglar los ascensores,y resolver el problema de la limpieza,que es lo principal primero que los ascensores,por lo demas todo excelente el desayuno bueno el persanal del lobby resecion muy amable,manteniendo una buena limpieza el hotel seria mas que  estrellas.",3,439,18,1,hotel,hotel ser precioso sucio falta mantenimiento habitación si llegar revisar dormir sabana usado sucio huesped opinion deber arreglar ascensor resolver problema limpieza ser principal primero ascensor dema excelente desayuno buen persanal lobby resecer amable mantener buen limpieza hotel serio mas estrella,3
2019,2027,"Es un hotel económico , con buena ubicación y desayuno buffet bastante bueno y variado.  Queda cerca del hotel Nacional y con buena locomoción.  El punto negativo , retardo en aseo y entrega de habitaciones.   ",3,210,13,0,buen,ser hotel economico buen ubicacion desayuno buffet bastante buen variado quedar cerca hotel nacional buen locomocion punto negativo retardo aseo entrega habitación,4
6873,6937,"Muy rica comida, excelente trato y nada caro. Recomiendo la sopa de lima, panuchos y una torta de cochinita",5,107,10,1,rico,rico comida excelente trato caro recomer sopa lima panucho torta cochinita,4
7433,7505,"Es un sitio que debes de visitar para tener una vista super panorámica, la ciudad en todo su explendor, sólo no te dejes influenciar por la sarta de mentiras y presiones para entrar, el museo no tiene nada de impresionante, sólo el cobro, pues parece que es de iniciativa privada de alguno de los gobiernos.",3,307,14,1,ser,ser sitio deber visitar tener vista super panoramico ciudad explendor solo decir influenciar sarta mentira presión entrar museo tener impresionante solo cobro pues parecer ser iniciativa privado alguno gobierno,3
4286,4313,"Según los estándares de La Habana es un hotel decente con buenas instalaciones y habitaciones cómodas. Nos pasaron a una habitación superior, que venía con una serie de extras incluyendo registro dedicado y sala panorámica de desayunos. Nunca va a comparar con el mejor en otro lado, pero la ubicación en el puerto era pintoresca.",4,330,13,1,ser,segun estandar habana ser hotel decente buen instalación habitación comodo pasar habitacion superior venir serie extra incluir registro dedicado sala panoramico desayuno nunca ir comparar mejor lado ubicacion puerto ser pintoresca,3
1550,1552,"Sol, mar, gastronomía,  historia, tradición,  buen trato y todo lo que quieras lo encuentras en la zona, lo mejor, las nieves del wero wero, wera wera",5,150,12,0,wero,sol mar gastronomia historia tradicion buen trato querer encontrar zona mejor nieve wero wero wera wera,4
7405,7477,Me encantó el servicio que brindaron. El desayuno delicioso y muy variado de tipo buffet donde no sabias ni qué comer. Probé casi todo y me encantó. Cuando regrese a MTY sin duda me hospedo nuevamente con ustedes,5,212,10,1,encanto,encanto servicio brindar desayuno delicioso variado tipo buffet saber comer probar casi encanto regresar mtco duda hospedir nuevamente,5
2695,2707,"La guarida nuestro restaurante favorito en La Habana. No es sólo buena comida, sino también el entorno servicios (Centro Habana) y Enrique, Vivian (managetment, Ernesto..). Nos incluyen en la mayoría de nuestros paquetes personalizados Taylor. Le guste a todo el mundo",5,268,14,1,guarida,guarida restaurante favorito habana ser solo buen comida sino tambien entorno servicio centro habano enrique vivir managetment ernesto incluir mayoria paquete personalizado taylor gustar mundo,4
4432,4461,"El hotel no está limpia. El camino no están limpios. Había basura en los pasillos. El salón ejecutivo tenía muy pocas cosas y de muy mala calidad. El personal nos trajo una media botella de vino con unas copas, unos minúsculos sándwiches y pasteles antiguas. La impresión general es el de un bajo nivel.",3,303,10,1,limpio,hotel limpio camino limpio haber basura pasillo salon ejecutivo tener cosa malo calidad personal traer medio botella vino copa minusculo sandwiches pastel antiguo impresion general ser bajo nivel,4
4442,4471,"La comida es deliciosa, tienen menú italiano y libanés. Son platillos que salen de lo común y están muy sabrosos. El chiste es estar abierto a probar nuevas cosas. Los precios son accesibles tomando en cuenta la calidad de la cocina y que está en Nuevo Vallarta. El ambiente es muy agradable y la atención excelente.",5,316,10,1,ser,comida ser delicioso tener menu italiano libán ser platillo salir comun sabroso chiste ser abierto probar nuevo cosa precio ser accesible tomar cuenta calidad cocina nuevo vallarta ambiente ser agradable atencion excelente,5
5989,6040,es un sitio para visitar por cultura general. al pagar la entrada comienzas a recorrer pero no tiene mucho que ver mas que tuneles y algunos espacios abiertos donde se ve la ciudad,3,180,9,1,ver,ser sitio visitar cultura general pagar entrada comenzar recorrer tener ver mas tunel alguno espacio abierto ver ciudad,3
7779,7852,"EN general con relación al precio he estado en mejores hoteles como por ejemplo el Hotel Hilton Garden Inn en monterrey el precio es el mismo pero las instalaciones y el servicio es otra cosa, de hecho tengo un comentario mas especifico para su RESTAURANTE en ninguno de los  días fui atendido por NADIE, estuve en la mesa y me tuve que levantar en todos los casos ni para ofrecer café, el anuncia decía que abrían a las  am  y a las : am seguía sin montar el buffet, pedi un omelete y fui atendido de mala gana de hecho ni propina deje el alimento sin sabor tortillas de harina me las contaban, las quesadillas que tenia que pedirlas a la carta, entonces que hay disponible de hecho en esta ocasión no tenían en el hotel antes mencionado y me dieron varias opciones solo que como he_x_",2,795,13,0,tener,general relacion precio haber mejor hotel ejemplo hotel hilton garden inn monterrey precio ser mismo instalación servicio ser cosa hecho tener comentario mas especifico restaurante ninguno dia ser atender nadie mesa tener levantar caso ofrecer cafe anunciar decir abrir am em seguir montar buffet pedir omelete ir atender malo gana hecho propina dejar alimento sabor tortilla harina contar quesadillas tener pedir carta entonces haber disponible hecho ocasion tener hotel mencionado dar varios opción solo he_x _,2
4417,4445,"me encanto los camarones al coco, lo que no me gusto mucho fue el plato eddie mexicano, demasiado dinero por tan poca comida, el lugar esta muy agradable para cenar, el problema es que esta al aire libre y la brisa hace que te puedas enfermar por tanta humedad",4,260,9,1,ser,encanto camarón coco gusto ser plato eddie mexicano demasiado dinero comida lugar agradable cenar problema ser aire libre brisa hacer poder enfermar humedad,4
433,433,"Estuvimos alojados fines de mayo y principios de junio en tres oportunidades debido a legada desde argentina,partida a cayo largo vuelta del mismo, partida a cayo santa María vuelta y espera para dejar Cuba Lo mejor del hotel indudablemente es su ubicación, sus dos piscinas en la terraza( se pueden usar indistintamente ) y su desayuno que es excelente (no vi otro igual ni parecido en Cuba) La primera vez nos dieron la hab  de la parte nueva, recomiendo ,todo andaba bien, salvo que faltaba la puerta que separa el inodoro del resto del baño, con balcón a la calle , cafetera, plancha, caja de seguridad, cama muy cómoda no tanto las almohadas, cabe destacar que siempre desayunamos en la parte antigua., el Hall es pequeño y el ascensor funciona horrible si no te apuras corres…",3,786,17,1,ser,alojado fin mayo principio junio tres oportunidad debido legado argentino partida cayo largo vuelta mismo partida cayo santo maria vuelta esperar dejar cuba mejor hotel indudablemente ser ubicacion dos piscina terraza poder usar indistintamente desayuno ser excelente ver igual parecido cuba primero vez dar hab parte nuevo recomer andar bien salvo faltar puerta separar inodoro resto bano balcon calle cafetero plancha caja seguridad cama comodo almohada caber destacar siempre desayunar parte antigua hall ser pequeno ascensor funcionar horrible si apurar correr,3
3849,3872,"Un lugar donde te puedes tomar muchas fotos con tus personajes favoritos, hace  años cuando vine de chico a veracruz lo conocí y aun sigue.. esta vez pase por fuera y habia varias figuras nuevas y mejor diseñadas.",4,215,10,1,lugar,lugar poder tomar foto personaje favorito hacer ano venir chico veracruz conocer aun seguir vez pasar haber varios figura nuevo mejor disenado,5
1576,1578,"Es una pena que un hotel como este lo hayan dejado caer a niveles tan bajos y malos. Tapetes sucios y polvosos, baño con pisos manchados, sabanas viejas y en la comida, una cochinita y un lechón extra magros, cocinados con piernas de mala calidad, sin grasa, hueso ni sabor. La excusa es que hay cuartos sin renovar. Que pena. Lo peor fue que tuve que hablar  veces para que callaran a unos vecinos escandalosos que no dejaron dormir hasta después de media noche",2,463,12,1,ser,ser pena hotel haber dejar caer nivel bajo malo tapete sucio polvoso bano piso manchado sabana viejo comida cochinita lechon extra magro cocinado pierna malo calidad grasa hueso sabor excusa ser haber cuarto renovar pena peor ser tener hablar vez callar vecino escandaloso dejar dormir despue medio noche,1
90,90,"Recomiendo el panelazo en el cerro, subir por telesferico y bajar caminando, una experiencia preciosa, no te olvides de comer la mejor comida colombiana al mejor precio arriba siguiendo el sendero ...",5,200,11,1,mejor,recomer panelazo cerro subir telesferico bajar caminar experiencia precioso olvidar comer mejor comida colombiano mejor precio arriba seguir sendero,5
1463,1465,Una de las  plazas en la Habana Vieja. Muy agradable y divertido. La alegre música y entretenimiento. Tenía un café en el restaurante little,3,141,16,1,plaza,plaza habana viejo agradable divertido alegre musica entretenimiento tener cafe restaurante little,5
755,756,"La historia tiene mucho que contarnos en el corazón de Puebla, es un lugar muy bonito y bastante bien cuidado. Para pasar el rato o desayunar, los locales de los portales son el sitio indicado.",4,193,10,1,ser,historia tener contar corazon puebla ser lugar bonito bastante bien cuidado pasar rato desayunar local portal ser sitio indicado,5
2963,2978,"La comida de los restaurantes buena, excepto por las bebidas, solo podíamos tomar limonada o pepsi y las dos muy aguadas. Las habitaciones como ya dije muy húmedas, olían a humedad y si se tocaba la pared se sentía mojada.  Para poder abrir la puerta de la habitación y airearlas es necesario poner mosquiteros por aquello de las enfermedades transmitidas por los mosquitos.",3,374,12,0,poder,comida restaurante buen excepto bebida solo poder tomar limonada pepsi dos aguado habitación decir humedo olian humedad si tocar pared sentir mojado poder abrir puerta habitacion airear ser necesario poner mosquitero aquel enfermedad transmitido mosquito,2
5156,5196,El hotel es grande y espacioso. La habitación es sumamente confortable y silenciosa.   La ubicación del hotel es grandiosa para realizar caminatas por paseo montejo a cualquier hora y su acceso es sumamente sencillo.,5,216,11,0,ser,hotel ser grande espacioso habitacion ser sumamente confortable silencioso ubicacion hotel ser grandioso realizar caminata paseo montejo cualquiera hora acceso ser sumamente sencillo,4
6389,6448,Jonathan la persona que nos atendió nos brindó un excelente servicio. La comida es muy fresca y de excelente saborMás,5,117,9,1,excelente,jonathan persona atender bribdir excelente servicio comida ser fresco excelente saborma,5
2000,2008,"Me alojé con mi marido en el hotel desde el  de mayo hasta el  a la madrugada. Nuestro piso era el  El palier  del piso tenía la pared con humedad, y alfombra rota y muy sucia En la habitación no funcionaban algunas luces, y la heladera, los vidrios estaban sucios y las cortinas también, la  funda del sillón totalmente raido.  Pero lo peor fué que durante dos días no tuvimos agua caliente,  cuando reclamamos en la conserjería nos dijeron que no sabían cuando se iba a solucionar el problema!!!!!!! Pude comprobar que los pisos no se limpian todos los días y el baño tampoco Cobran la caja fuerte por adelantado  cuc por día! Tendría que ser gratis!!! Pedí   que me despertaran a las dos de la mañana para  tomar nuestro transfer, todavía estamos esperando que nos llamen!!!! A…",2,786,15,0,piso,alojar marido hotel mayo madrugada piso ser palier piso tener pared humedad alfombra roto sucio habitacion funcionar alguno luz heladera vidrio sucio cortina tambien funda sillon totalmente raido peor ser dos dia tener agua caliente reclamar conserjeria decir saber ir solucionar problema poder comprobar piso limpiar dia bano tampoco cobrar caja fuerte adelantar cuc dia tener ser gratis pedir despertar dos manana tomar transfer todavia esperar llamar,2
5872,5922,"Me encanta,  tiene una vista increíble y es cerca al centro y al centro de convenciones. Instalaciones buenas me encanta q casi no hay niños es de los pocos sitios donde no toca tanto ruido por ello...",5,201,13,0,encantar,encantar tener vista increible ser cerca centro centro convención instalación buen encantar q casi haber nino ser sitio tocar ruido,5
4493,4522,Me gustaron sus museos porque nos enseñan parte de la historia de Cartagena y no me gusto sus vendedores ambulantes porque te acosan demasiado,5,142,10,1,gustar,gustar museo ensenar parte historia cartagena gusto vendedor ambulante acosar demasiado,5
5323,5366,"Las habitaciones son amplias con camas cómodas, el armario mas que suficiente y las vistas fantásticas, pude ver desde mi habitación una de las mas maravillosas puestas de sol que se puede uno imaginar. El cuarto de baño seria el único pero que se le puede poner al hotel, desentona con el resto de la habitación, eso si funcionan. El servicio agradable y atento. El hall es amplio y cómodo, con un patio-bar de estilo sevillano que es el corazón del hotel. Ademas cuenta con una galería comercial y piscina que visitamos aunque no nos dio tiempo a disfrutar de ella. Una de las cosas mas importantes es su situación, esta en el centro, que es fundamental si quieres visitar la Habana.",4,685,12,1,ser,habitación ser amplio cama comodo armario mas suficiente vistas fantastico poder ver habitacion mas maravilloso puesto sol poder imaginar cuarto bano serio unico poder poner hotel desentonar resto habitacion si funcionar servicio agradable atento hall ser amplio comodo patio bar estilo sevillano ser corazon hotel adema contar galeria comercial piscina visitar aunque dar tiempo disfrutar cosa mas importante ser situacion centro ser fundamental si querer visitar habana,4
588,589,"Mount Monserrate es un lugar tat no dan una pierde si estás en Bogotá. Tranvía está disponible pero es mejor caminar como el clima de Bogotá es siempre agradable. La vista desde la cima es cautivante. Hay algunos lugares para comer y otros para comprar recuerdos que refleja la vida en Colombia. Siempre es un placer ir hasta allí y beber un buen ""tinto"" o ""aromatica B.""",5,371,11,1,ser,mount monserrate ser lugar tat dar perder si bogota tranvia disponible ser mejor caminar clima bogota ser siempre agradable vista cima ser cautivante haber alguno lugar comer comprar recuerdo reflejar vida colombia siempre ser placer ir alli beber buen tinto aromatica b,4
6424,6484,Tiene poco para ofrecer y el tour que me toco fue muy malo lamentablemente. Se junta mucha gente y se hace incomodo y el calor ayuda poco,3,137,16,1,tener,tener ofrecer tour tocar ser malo lamentablemente junta gente hacer incomodo calor ayudar,2
627,628,"Buscabamos un plan de relajacion y buena atencion con mi novia pero no fue una grata sorpresa..   Me parecio un hotel costoso para lo q ofrece, es viejo asi mismo sus instalaciones.. No lo recomiendo existen mejores opciones y a mejores precios, la comida es aceptable. En general todo muy normal",3,296,15,0,ser,buscar plan relajacion buen atencion novia ser grata sorpresa parecer hotel costoso q ofrecer ser viejo asi mismo instalación recomer existir mejor opción mejor precio comida ser aceptable general normal,3
751,752,El Sr. Manuel Guzmán es una excelente persona que nos brindó una calida y excelente atención el día de nuestra llegada a Grand Luxxe. Es una persona muy capacitada y amable que atiende toda necesidad que el huésped solicita.,5,224,10,1,ser,sr manuel guzman ser excelente persona bribdir calida excelente atencion dia llegada grand luxxe ser persona capacitado amable atender necesidad huesped solicitar,5
7285,7356,"Un hotel que solo lleva el nombre Hyatt pero sin nada bueno que aplaudirle. La ubicación y su lobby son características de este hotel que se hacen notar, independiente a esto el Hyatt Mérida dejó de ser lo que muchos estábamos acostumbrados. Las habitaciones requieren de una renovación INMEDIATA. Los baños deplorables y ni que decir sus camas que son las mismas desde que iniciaron operaciones, para disimular  esta situación al parecer dejaron solo un colchón queriéndolo hacer ""minimalista"" pero las bases de estas son deprimentes. No vale lo que se paga. Lamento decirlo, pero aunque este hotel intenta ser uno de  estrellas yo no le pondría ni , un cascarón o estructura externa da una impresión errónea de el.",3,718,15,0,ser,hotel solo llevar nombre hyatt buen aplaudir ubicacion lobby ser caracteristico hotel hacer notar independiente hyatt merido dejar ser acostumbrado habitación requerir renovacion inmediato bano deplorable decir cama ser mismo iniciar operación disimular situacion parecer dejar solo colchon querer hacer minimalista base ser deprimente valer pagar lamento decir aunque hotel intentar ser estrella poner cascaron estructura externo dar impresion erroneo,2
6097,6149,solo relájate y disfruta lo hermoso de la plaza en una de sus bancas  y sentirás la calidez de merida.,5,102,8,0,solo,solo relajatar disfrutar hermoso plaza banca sentir calidez merida,4
7434,7506,La relacion que hay entre precio y calidad no es cohoerente ya que los alimentos del buffete son en extremo malo se arrepiente uno al contratar con paquete de desayuno las instalaciones(Pasillos)  son completamente sucios.  La alfombra que tienen da un aspecto maisimo realmente no vale lo que se paga por la habitacion,2,319,23,0,ser,relacion haber precio calidad ser cohoerente alimento buffete ser extremo malo arrepentar contratar paquete desayuno instalaciones pasillo ser completamente sucio alfombra tener dar aspecto maisimo realmente valer pagar habitacion,2
3632,3653,"Recién llegamos a La Habana cenamos en este sitio, bien decorado, distinto a lo que ves en España, la atención normal, pero caro para lo que es, la calidad no es decepcionante para lo que comimos durante el resto de la semana pero el precio...Más",2,246,13,1,ser,recien llegar habana cenar sitio bien decorado distinto ver espana atencion normal caro ser calidad ser decepcionante comer resto semana precio ma,3
5569,5616,"Siendo domingo por la mañana, con unas cuantas mesas en el lugar, esperamos y esperamos por un simple café, a seguir de más espera para la comida, estando una congelada en el centro y otra no era lo que había pedido.
Gente muy amable pero...ineficiente.Más",1,256,22,1,ser,ser domingo manana cuanto mesa lugar esperar esperar simple cafe seguir mas espera comida congelado centro ser haber pedir gente amable ineficiente,3
5598,5645,"Al ver la Basílica por fuera, imaginas que por dentro sera muy bonita, con adornos y figuras espectaculares.....mentira no hay nada así; realmente es MUY sencilla, aunque no se pierde nada entrando.",3,198,26,1,ser,ver basilica imaginar dentro ser bonito adorno figura espectacular mentira haber asi realmente ser sencillo aunque perder entrar,4
3761,3783,"Nos alojamos en el Samba la semana del  de abril - , esta fue nuestra primera vez en México y la Samba era exactamente lo que estábamos buscando. Este no es un complejo de  estrellas pero es muy confortable y limpio. El personal era increíble, hacen todo lo posible para que su estancia sea agradable. No podemos decir lo suficiente sobre cómo amable y servicial todo el personal. Algunos que sobresalió para nosotros eran los servidores, Roul buffet Salvador, Eddi, Ismael, Carlos y muchos otros, el personal de la actividad José y jazmín y la piscina camareros Martin y José. El buffet no es muy grande pero siempre hay una buena variedad para elegir, no pasarás hambre! Porque el complejo es pequeño todo está cerca, la playa está a sólo unos pasos de distancia. No hay escasez de sillas en la piscina o en la playa. Para un pequeño complejo tienen muchas actividades para mantenerte ocupado. Si te gusta salir a caminar en la playa hay un montón de playa para explorar. Las puestas de sol son hermosas para ver por el bar de la piscina o en la playa. Os recomiendo este complejo a familiares y amigos que buscan unas vacaciones relajantes. Con ganas de regresar. Gracias Samba para unas vacaciones inolvidables.",4,1219,13,1,ser,alojar samba semana abril ser primero vez mexico samba ser exactamente buscar ser complejo estrella ser confortable limpio personal ser increible hacer posible estancia ser agradable poder decir suficiente amable servicial personal alguno sobresalir ser servidor roul buffet salvador eddi ismael carlo personal actividad jose jazmin piscina camarero martin jose buffet ser grande siempre haber buen variedad elegir pasar hambre complejo ser pequeno cerca playa solo paso distancia haber escasez silla piscina playa pequeno complejo tener actividad mantener ocupado si gustar salir caminar playa haber monton playa explorar puesto sol ser hermoso ver bar piscina playa recomer complejo familiar amigo buscar vacaciones relajante gana regresar gracias samba vacaciones inolvidable,4
5774,5823,"Para el caso de las Junior Suite, recomiendo mejorar el tema del sofa cama, tal como esta, no es utilizable (muy incomodo para dormir) y quita espacio en la habitación. A pesar que nos incluyeron dos camas sencillas, la habitacion quedo muy incomoda, con dos camas sencillas mas el sofa cama todo en la sala.",4,308,11,1,cama,caso junior suite recomer mejorar tema sofa cama tal ser utilizable incomodo dormir quitar espacio habitacion pesar incluir dos cama sencillo habitacion quedar incomodo dos cama sencillo mas sofa cama sala,2
4558,4589,Para los amantes de la arqueología es un lugar único y para los q nos gusta conocer el misterio de las antiguas civilizaciones está excursión es excelente,4,154,14,1,ser,amante arqueologia ser lugar unico q gustar conocer misterio antiguo civilización excursion ser excelente,5
7139,7208,"Carlos Lasso nos atendió muy bien, la sugerencia del menú excelente. La comida deliciosa y los cócteles espectaculares!
Súper recomendado!!",5,139,21,1,car,car lasso atender bien sugerencia menu excelente comida delicioso coctel espectacular super recomendado,5
3140,3157,Las instalaciones del hotel son estupendas. -/ estrellas. Los restaurantes sirven una comida excelente. Gran bar. Una desventaja es la ubicación. Está lejos de todo. Por todos lados se aplica un taxi $. + propina.,3,220,13,1,ser,instalación hotel ser estupendo estrella restaurante servir comida excelente gran bar desventaja ser ubicacion lejos lado aplicar taxi propina,5
4837,4874,un lugar agradable en general con personal amable es un hotel un poco lejano al centro histórico y otros sitios turísticos  la comida nada memorable  nunca funciono el wifi el check in muy muy demorado  hrs de espera,3,217,10,0,lugar,lugar agradable general personal amable ser hotel lejano centro historico sitio turistico comida memorable nunca funcionar wifi check in demorado hrs espera,4
3282,3300,"Tiene una ubicación dentro de una plaza comercial, con HEB, Las Alitas, Italiannis y Applebes. El Hotel en General es bueno, sin embargo el Servicio y la velocidad con la que los ofrecen puede mejorar. El desayuno de Cortesía es regular, pero la zona para el comensal es malo.",3,276,10,1,ser,tener ubicacion dentro plaza comercial heb alita italiannis appléb hotel general ser buen embargo servicio velocidad ofrecer poder mejorar desayuno cortesia ser regular zona comensal ser malo,3
6432,6492,"En la calurosa tarde de hoy  de Agosto mi esposo y yo hicimos un intento por entrar a este hotel habanero para comprar en el lobby bar una botella de agua fría a falta de encontrarla en otro sitio, pero ahí mismo en el umbral, el buen señor cuidador de puerta nos interceptó diciéndonos q yo si podía entrar pero mi esposo no. Yo soy una mujer blanca cubana y mi esposo un hombre jov en de la raza negra cubano tambi (por demás igual al cuidador de puerta) que nunca habíamos tenido semejante experiencia. El cuidador argumentó q era q mi compañero estaba en camiseta. Recuerden q estamos en Agosto y no uno cualquiera un Agosto bien ardiente. Yo pude haber quizás pasado por alto la insultante discriminacion en pos de saciar nuestra sed... y hasta mi curiosidad por ver si realmente…",1,786,14,1,q,caluroso tarde hoy agosto esposo hacer intento entrar hotel habanero comprar lobby bar botella agua frio falta encontrar sitio ahi mismo umbral buen senor cuidador puerta interceptar decir q si poder entrar esposo ser mujer blanco cubano esposo hombre jov raza negro cubano tambi dema igual cuidador puerta nunca haber tener semejante experiencia cuidador argumento q ser q companero camiseta recordar q agosto cualquiera agosto bien ardiente poder haber quezer pasar alto insultante discriminacion pos saciar sed curiosidad ver si realmente,4
2878,2892,"Mi marido, mis dos hijas y yo nos alojamos aquí por  días y  noches en Navidad, extremadamente decepcionado. Tan pronto como entramos en la habitación en la que estuvimos casi impactados el olor a moho. Fuimos a la recepción y les dije la habitación olía fatal. Nos dijeron que iban a cambiar la ropa de cama y cortinas y el olor desaparecían. Luego nos fuimos a cenar y cuando volvimos a la habitación olía igual. Al día siguiente nos dijeron que la recepción que la habitación apestaba. Me dijeron que iban a poner un humidificador en la habitación y si todavía olía que deberían cambiar nuestra habitación. En este punto, estaba irritado, y pide al director por qué no poner un humidificador en la habitación de la noche anterior? Dijo que el no tener una respuesta. En resumen el humidificador no funcionaba y nos cambiaron a otra habitación, que no huele tan mal.

La comida era un poco peor de lo normal. Charlamos con muchos de los camareros y nos dijeron que no gastar un montón de dinero en comida porque nos tirarlo, así que lo gastan en otras cosas. Lo que no tengo ni idea. El entretenimiento es básicamente unos pocos empleados vestidos con trajes, bailes y diversión de cualquier cosa es subiendo en ese momento, nada especial.

Este hotel necesita una remodelación, está anticuado y viejo. En tanto de las habitaciones en las que nos alojamos las camas estaban duras y llenas de bultos. Al final de la estancia era la espalda dolorida. Debería comprar camas nuevas con el dinero que ahorre en preparar una buena comida.

Lo que salvó fue los empleados, son geniales! Mi marido es extremadamente social y le hablé a todos, así que en el momento en que la izquierda, parecía que estábamos todos mis amigos. No nos alojaremos aquí de nuevo, pero sin duda no porque los empleados!

Si estás buscando un agradable complejo con buenas camas y buena comida, éste no es el lugar. De hecho en charlando con unos camareros de par les preguntamos por qué no hubo otros americanos, nos dijeron que los estadounidenses no realmente estancia allí, principalmente a personas de otros Estados de México.",2,2104,15,1,habitacion,marido dos hija alojar aqui dia noche navidad extremadamente decepcionado tan pronto entrar habitacion casi impactado olor moho ir recepcion decir habitacion olio fatal decir ir cambiar ropa cama cortina olor desaparecer luego ir cenar volver habitacion olear igual dia siguiente decir recepcion habitacion apestar decir ir poner humidificador habitacion si todavio olia deber cambiar habitacion punto irritado pedir director poner humidificador habitacion noche anterior decir tener respuesta resumen humidificador funcionar cambiar habitacion holer mal comida ser peor normal charlar camarero decir gastar monton dinero comida tirar asi gastar cosa tener idea entretenimiento ser basicamente empleado vestido traje bail diversion cualquiera cosa ser subir momento especial hotel necesitar remodelacion anticuado viejo habitación alojar cama duro lleno bulto final estancia ser espalda dolorido deber comprar cama nuevo dinero ahorrar preparar buen comida salvo ser empleado ser genial marido ser extremadamente social hablar asi momento izquierda parecer amigo alojar aqui nuevo duda empleado si buscar agradable complejo buen cama buen comida ser lugar hecho charlar camarero par preguntar haber americano decir estadounidense realmente estancia alli principalmente persona mexico,2
6159,6212,"gran restaurante en un sitiio privilegiado. me gusta todo del ""castropol"" la planta baja con un gran surtido de carnes y pizzas , la planta de arriba muy buena carta de pescado y marisco y para rematar, que no se si es nuevo , una...Más",4,236,13,1,gran,gran restaurante sitiio privilegiado gustar castropol planta bajo gran surtido carne pizza planta arriba buen carta pescado marisco rematar si ser nuevo ma,4
1289,1291,"Tiene todo para ser un buen restaurante pero deja mucho a desear, muy caro para lo que termina siendo. PÉSIMO SERVICIO, meseros sin mucha actitud y me tuve que parar hasta la barra para pedir cubiertos, ya que me trajeron los platos sin nunca traerme...Más",2,256,13,1,tener,tener ser buen restaurante dejar desear caro terminar ser pesimo servicio mesero actitud tener parar barra pedir cubierto traer plato nunca traermar ma,2
555,555,"Aunque los edificios en Mérida son preciosas y bien estructurado, quizás es mejor pasar el día en las ruinas cercanas y pasear por la ciudad en la noche.",3,153,13,1,ser,aunque edificio merida ser precioso bien estructurado quizo ser mejor pasar dia ruina cercano pasear ciudad noche,4
1544,1546,"Lejos de ser un hotel  estrellas, llegamos y nos asignaron una habitacion sin aire acondicionado, el olor a viejo y a humedad es insoportable, las instalaciones todas rotas, las habitaciones amarillas de la pintura vieja, a los muebles se le levanta la madera de lo viejo y la humedad, y a los sillones de lo gastados que estan estan como sucios y se ve la goma espuma, por otro lado el baño estaba todo indundado, pedi q me cambiaran y no tenian disponible, recien al otro dia me cambiaron y la habitacion era muy similar, la diferencia era q el aire funcionaba tan fuerte q t helabas, no lo recomiendo.-",1,606,14,1,ser,lejos ser hotel estrella llegar asignar habitacion aire acondicionado olor viejo humedad ser insoportable instalación romper habitación amarillo pintura viejo mueble levantar madera viejo humedad sillón gastado sucio ver goma espuma lado bano indundado pedir q cambiar tener disponible recien dia cambiar habitacion ser similar diferencia ser q aire funcionar fuerte q t helaba recomer,2
